lineID,time,tag,url
Ubc2d78f9e714ca16172ef2e74326aa16,2019-09-02 06:27:56.219939, 血管 老化 心肌梗塞 腦中風,https://www.everydayhealth.com.tw//article/14470
Ubc2d78f9e714ca16172ef2e74326aa16,2019-09-02 06:30:38.424397, 腰 腰痛 腰痠背痛 椎間盤突出 脊椎,https://www.everydayhealth.com.tw//article/17513
Ubc2d78f9e714ca16172ef2e74326aa16,2019-09-02 06:36:03.280138, 生活習慣 運動 體脂肪 單腳站 減重,https://www.everydayhealth.com.tw//article/58
Ubc2d78f9e714ca16172ef2e74326aa16,2019-09-02 06:37:22.157231, 女性 心臟 更年期 穴道 穴道按摩 經絡穴位按摩一點通,https://www.everydayhealth.com.tw//article/12648
Ubc2d78f9e714ca16172ef2e74326aa16,2019-09-02 06:39:27.035951, 長壽 泡澡 促進血液循環 老年照護,https://www.everydayhealth.com.tw//article/20922
U83dc8574c8088af5d3160ce9570720d2,2019-09-02 09:00:28.595639, 五十肩 伸展操 肩胛骨 肩膀酸痛 肩頸僵硬,https://www.everydayhealth.com.tw//article/10535
U83dc8574c8088af5d3160ce9570720d2,2019-09-02 09:00:55.450510, 感冒 營養 生薑 茶 薑 雞蛋 食補 養生茶飲,https://www.everydayhealth.com.tw//article/11304
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:45:01.245714, 壓力 霸凌 心血管 免疫力 代謝,https://www.everydayhealth.com.tw//article/17380
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:45:07.552283, 睡姿 睡眠品質 減重 睡眠,https://www.everydayhealth.com.tw//article/5620
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:45:15.762099, 肌肉鍛鍊 高血糖 降血糖 有氧運動,https://www.everydayhealth.com.tw//article/16503
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:45:19.587622, 穴道 穴道按摩 眼睛 眼睛疲勞 眼袋 護眼 黑眼圈,https://www.everydayhealth.com.tw//article/5496
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:45:24.510419, 蔬菜 多吃水果 水果 吃飯順序 瘦身 減重,https://www.everydayhealth.com.tw//article/5588
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:45:30.063595, 過食 失智症 肥胖 減重,https://www.everydayhealth.com.tw//article/2423
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:45:49.014727, 血管 老化 心血管 養腎 體操,https://www.everydayhealth.com.tw//article/18550
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:45:50.558609, 懶人運動 規律運動 運動 運動計畫 運動障礙症候群 減重,https://www.everydayhealth.com.tw//article/4831
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:45:52.987785, 乳製品 偏頭痛 加工食品 女性荷爾蒙 巧克力 柑橘類水果 橄欖油 紅酒 血清素,https://www.everydayhealth.com.tw//article/11132
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:46:04.722901, 預防失智 大腦 學習 記憶力 失智症,https://www.everydayhealth.com.tw//article/21283
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:46:12.345927, 大腦 手指 體操 老人 老人痴呆 失智症 記憶力 血液循環,https://www.everydayhealth.com.tw//article/10160
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:46:45.574065, 生薑 薑 薑茶 糖尿病 耳鳴 白內障,https://www.everydayhealth.com.tw//article/20089
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:47:12.563436, 芝麻 牛奶 食材 食補 鈣,https://www.everydayhealth.com.tw//article/9247
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:47:14.238190, 骨質疏鬆 膠原蛋白 血液循環 皺紋 皮膚鬆弛 新陳代謝 軟骨 動脈硬化,https://www.everydayhealth.com.tw//article/9859
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:47:35.774625, 橄欖油 手腳冰冷 貧血,https://www.everydayhealth.com.tw//article/22159
Ubc2d78f9e714ca16172ef2e74326aa16,2019-09-07 08:47:37.977252, 脖子 肩頸僵硬 跳繩 頭痛 頸椎,https://www.everydayhealth.com.tw//article/10917
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:47:40.029406, 肩胛骨 促進血液循環 肩膀酸痛,https://www.everydayhealth.com.tw//article/21308
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:47:45.975176, 失眠 睡眠品質 賴床 減重,https://www.everydayhealth.com.tw//article/1987
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:47:46.178977, 青花菜 花椰菜 白蘿蔔泥 蘿蔔硫素 動脈硬化 膽固醇,https://www.everydayhealth.com.tw//article/20749
U52aff2b1837087007c2426f323ee43fa,2019-09-07 08:47:53.864581, 呼吸 腹式呼吸 內臟 姿勢 抗老 衰老 運動 體操,https://www.everydayhealth.com.tw//article/10566
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:48:18.886090, 消除疲勞 疲勞 眼睛疲勞 自律神經 自律神經失調 紫外線 雞肉 減重,https://www.everydayhealth.com.tw//article/5007
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:48:19.974160, 溫度 濕氣 睡眠 睡眠品質,https://www.everydayhealth.com.tw//article/8880
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:48:42.147387, 體操 腦中風 腦梗塞 脊椎 腦溢血 腰痛 手腳麻 棒式,https://www.everydayhealth.com.tw//article/10928
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:48:49.591701, 高血壓 穴道 針灸 米 吹風機 腎臟,https://www.everydayhealth.com.tw//article/15537
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:49:00.841869, 當季食材 膽固醇 南瓜 水梨 減重,https://www.everydayhealth.com.tw//article/1726
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:49:20.607274, 早餐 失眠 紓壓 食譜 優格 香蕉豆漿 可可,https://www.everydayhealth.com.tw//article/14129
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:49:26.672874, 暖身 生薑 腸胃健康 腸道 虛寒,https://www.everydayhealth.com.tw//article/12850
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:49:32.913073, 野山藥 基隆山藥 失智 預防失智 失智症 雌激素,https://www.everydayhealth.com.tw//article/20275
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:49:40.481997, 骨頭好，到100歲不跌倒不臥床 牛奶 優格 黑芝麻 營養,https://www.everydayhealth.com.tw//article/14388
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:49:49.977159, 生薑 蜂蜜 抗老 抗氧化 去斑,https://www.everydayhealth.com.tw//article/14179
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:49:53.464591, 痔瘡 生活習慣 飲食習慣 減重 便祕,https://www.everydayhealth.com.tw//article/3572
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:50:10.896514, 降血壓 高血壓 放鬆 紓壓 壓力,https://www.everydayhealth.com.tw//article/17461
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:50:12.330033, 便祕 壓力 檸檬酸 汗臭 疲勞臭 肥胖 脊椎正了，健康自然跟著來 肝臟,https://www.everydayhealth.com.tw//article/12789
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:50:25.688892, 按摩 肩膀酸痛 肩關節 肩頸僵硬,https://www.everydayhealth.com.tw//article/11035
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:50:36.174013, 骨質疏鬆 黑芝麻 豆腐 杏仁 秋葵 毛豆 鈣,https://www.everydayhealth.com.tw//article/13670
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:50:45.193945, 中暑 喝水 多喝水 減重,https://www.everydayhealth.com.tw//article/4811
U2ab453d4be9065ca806d3880d2491b65,2019-09-07 08:50:51.388183, 量血壓 高血壓 心血管 血管 減重,https://www.everydayhealth.com.tw//article/5323
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:50:53.680932, 膝蓋 退化性關節炎 關節 老人 衰老 走路 登階 散步 抗老,https://www.everydayhealth.com.tw//article/8564
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:50:59.468175, 久坐 便祕 坐姿 心肌梗塞 水腫 腰痛 肩頸痠痛,https://www.everydayhealth.com.tw//article/11098
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:51:14.039804, 抗氧化 抗老 植化素 癌症 維生素C 自由基 蔬菜,https://www.everydayhealth.com.tw//article/9721
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:51:25.276747, 抗氧化 抗老 植化素 癌症 維生素C 自由基 蔬菜,https://www.everydayhealth.com.tw//article/9721
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:51:29.208431, 番茄 消化 辣 鉀 運動前吃什麼 香蕉,https://www.everydayhealth.com.tw//article/12193
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:51:41.548971, 睡眠 睡眠品質 日光浴 生理時鐘 睡眠策略 失眠,https://www.everydayhealth.com.tw//article/11389
U38aa5aff206035fa1299abb1627db562,2019-09-07 08:52:07.849282, 淋巴 血液循環 頭痛 美容 按摩,https://www.everydayhealth.com.tw//article/18162
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:52:09.104572, 薏仁 水腫 消水腫 蛋白質,https://www.everydayhealth.com.tw//article/6094
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:52:20.557903, 肌肉 運動 運動障礙症候群 走路 蛋白質 深蹲,https://www.everydayhealth.com.tw//article/10190
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:52:30.705096, 眼睛 眼睛疲勞 芝麻 花椰菜 護眼 酪梨 魚 魚料理 乾眼症 老花眼,https://www.everydayhealth.com.tw//article/11598
Uc1d8b5f90060558cbd3adafe8194c0ff,2019-09-07 08:52:49.585777, 早起就能喚醒無病基因 睡眠品質 防癌 降血糖 高血壓,https://www.everydayhealth.com.tw//article/11990
Uc817a3b8aed9e91861ced71e6b3fd51d,2019-09-07 08:56:01.632737, 排毒 腎臟 肝臟 養肝護腎，自然年輕10歲,https://www.everydayhealth.com.tw//article/10780
Uc817a3b8aed9e91861ced71e6b3fd51d,2019-09-07 08:56:01.986765, 大笑 大腦 失智 失智症 自律神經,https://www.everydayhealth.com.tw//article/11328
Uc817a3b8aed9e91861ced71e6b3fd51d,2019-09-07 08:56:02.575570, 大笑 大腦 失智 失智症 自律神經,https://www.everydayhealth.com.tw//article/11328
Uc817a3b8aed9e91861ced71e6b3fd51d,2019-09-07 08:56:28.146313, 大笑 免疫力 血糖 降血糖 快樂荷爾蒙,https://www.everydayhealth.com.tw//article/4930
Uc817a3b8aed9e91861ced71e6b3fd51d,2019-09-07 08:56:29.274392, 大笑 免疫力 血糖 降血糖 快樂荷爾蒙,https://www.everydayhealth.com.tw//article/4930
Uc817a3b8aed9e91861ced71e6b3fd51d,2019-09-07 08:56:53.197839, 睡眠 記憶 記憶力 疲勞,https://www.everydayhealth.com.tw//article/8622
Uc817a3b8aed9e91861ced71e6b3fd51d,2019-09-07 08:57:19.268748, 排毒 腎臟 肝臟 養肝護腎，自然年輕10歲,https://www.everydayhealth.com.tw//article/10780
U3427ab13a3f3f04e6a812e5a12179f5e,2019-09-07 09:04:06.646703, 穴道 穴位按摩 足部保養 肩頸僵硬 血液循環,https://www.everydayhealth.com.tw//article/18259
U3427ab13a3f3f04e6a812e5a12179f5e,2019-09-07 09:04:25.240009, 腸胃健康 失智症 減重,https://www.everydayhealth.com.tw//article/1448
U3427ab13a3f3f04e6a812e5a12179f5e,2019-09-07 09:04:41.702586, 抗老 肥胖 長壽,https://www.everydayhealth.com.tw//article/734
U3427ab13a3f3f04e6a812e5a12179f5e,2019-09-07 09:04:52.225858, 女性荷爾蒙 穴道 雌激素 老化 胸部保養,https://www.everydayhealth.com.tw//article/18639
U3427ab13a3f3f04e6a812e5a12179f5e,2019-09-07 09:05:16.119644, 按摩 耳朵 降血壓 減肥,https://www.everydayhealth.com.tw//article/21133
U7248d21da871122420520d6273a3342a,2019-09-07 09:07:01.741747, 花椰菜 蔬菜 鐵 維生素C 減重,https://www.everydayhealth.com.tw//article/5664
U7248d21da871122420520d6273a3342a,2019-09-07 09:07:16.807561, 早餐 動脈硬化 心血管疾病 肥胖 減重飲食,https://www.everydayhealth.com.tw//article/16979
U7248d21da871122420520d6273a3342a,2019-09-07 09:07:24.560699, 過敏 發燒 感冒 頭痛 中醫 鼻塞,https://www.everydayhealth.com.tw//article/8991
U7248d21da871122420520d6273a3342a,2019-09-07 09:07:32.538528, 唾液 烹調方法 咀嚼 失智 減肥 蛀牙,https://www.everydayhealth.com.tw//article/11802
U13678ba0afcfa77283794986cb322d2b,2019-09-07 09:27:27.000092, 草莓 維生素 維生素C 心臟病 花青素 水果,https://www.everydayhealth.com.tw//article/21085
Ubc2d78f9e714ca16172ef2e74326aa16,2019-09-07 09:44:58.518249, 壓力 梅尼爾氏症 耳鳴 頭暈 暈眩,https://www.everydayhealth.com.tw//article/16513
Ue29164be244a5e45f24619aa17d1a387,2019-09-07 10:47:23.464280, 蔬菜 吃飯順序 用餐順序 飲食順序 瘦身 減重,https://www.everydayhealth.com.tw//article/5677
U7c941bd3e63a49df8e8523daed983790,2019-09-07 11:19:53.875387, 排便 排便不順暢 肌肉 肌肉鍛鍊 減重,https://www.everydayhealth.com.tw//article/4545
U7c941bd3e63a49df8e8523daed983790,2019-09-07 11:20:16.292446, 感冒 咳嗽 鼻塞 止咳,https://www.everydayhealth.com.tw//article/21567
U7c941bd3e63a49df8e8523daed983790,2019-09-07 11:20:24.395438, 鼻塞 呼吸道 肺炎 按摩 睡眠呼吸中止症 睡眠品質,https://www.everydayhealth.com.tw//article/11109
U7c941bd3e63a49df8e8523daed983790,2019-09-07 11:20:38.789730, 堅果 脂肪 皮膚乾癢 口乾舌燥 便祕,https://www.everydayhealth.com.tw//article/9240
U7c941bd3e63a49df8e8523daed983790,2019-09-07 11:20:53.922619, 瑜伽 睡眠 放鬆 壓力 壓力紓解,https://www.everydayhealth.com.tw//article/19388
